pincode,city,state,pickup,delivery,zone
642152,Pollachi,Tamil Nadu,Y,Y,d
642153,Valparai,Tamil Nadu,Y,Y,d
642154,Udumalaipettai,Tamil Nadu,Y,Y,d
642201,Udumalaipettai,Tamil Nadu,Y,Y,d
642202,Pollachi,Tamil Nadu,Y,Y,d
642203,Udumalaipettai,Tamil Nadu,Y,Y,d
642204,Udumalaipettai,Tamil Nadu,Y,Y,d
642205,Udumalaipettai,Tamil Nadu,Y,Y,d
642206,Udumalaipettai,Tamil Nadu,Y,Y,d
642207,Udumalaipettai,Tamil Nadu,Y,Y,d
642612,Sri Rampuram,Tamil Nadu,N,Y,d
642616,Sri Rampuram,Tamil Nadu,N,Y,d
642619,Sri Rampuram,Tamil Nadu,N,Y,d
642709,Vedasanthur,Tamil Nadu,N,Y,d
642710,Vedasanthur,Tamil Nadu,N,Y,d
642711,Vedasanthur,Tamil Nadu,N,Y,d
643001,Ooty,Tamil Nadu,Y,Y,d
643002,Ooty,Tamil Nadu,Y,Y,d
643003,Ooty,Tamil Nadu,Y,Y,d
643004,Ooty,Tamil Nadu,Y,Y,d
643005,Ooty,Tamil Nadu,Y,Y,d
643006,Ooty,Tamil Nadu,Y,Y,d
643007,Ooty,Tamil Nadu,Y,Y,d
643051,Ooty,Tamil Nadu,N,N,d
643052,Ooty,Tamil Nadu,N,N,d
643053,Udagamandalam,Tamilnadu,N,Y,d
643054,Tirunelveli,Tamil Nadu,Y,Y,d
643055,Ooty,Tamil Nadu,N,N,d
643101,Coonoor,Tamil Nadu,Y,Y,d
643102,Coonoor,Tamil Nadu,Y,Y,d
643103,Coonoor,Tamil Nadu,Y,Y,d
643104,Coonoor,Tamil Nadu,Y,Y,d
643105,Coonoor,Tamil Nadu,Y,Y,d
643106,Ooty,Tamil Nadu,N,Y,d
643201,Kotagiri,Tamil Nadu,Y,Y,d
643202,Coonoor,Tamil Nadu,Y,Y,d
643203,Ooty,Tamil Nadu,N,Y,d
643204,Coonoor,Tamil Nadu,Y,Y,d
643205,Pandalur,Tamil Nadu,N,Y,d
643206,Ooty,Tamil Nadu,Y,Y,d
643207,Gudalur,Tamil Nadu,Y,Y,d
643209,Ooty,Tamil Nadu,N,Y,d
643210,Ooty,Tamil Nadu,N,N,d
643211,Gudalur,Tamil Nadu,Y,Y,d
643212,Gudalur,Tamil Nadu,Y,Y,d
643213,Coonoor,Tamil Nadu,Y,Y,d
643214,Kotagiri,Tamil Nadu,Y,Y,d
643215,Ooty,Tamil Nadu,Y,Y,d
643216,Kotagiri,Tamil Nadu,Y,Y,d
643217,Kotagiri,Tamil Nadu,Y,Y,d
643218,Coonoor,Tamil Nadu,Y,Y,d
643219,Coonoor,Tamil Nadu,N,Y,d
643220,Gudalur,Tamil Nadu,Y,Y,d
643221,Coonoor,Tamil Nadu,Y,Y,d
643222,Kotagiri,Tamil Nadu,N,N,d
643223,OOTY,Tamil Nadu,N,N,d
643224,Gudalur,Tamil Nadu,Y,Y,d
643225,Gudalur,Tamil Nadu,Y,Y,d
643226,Gudalur,Tamil Nadu,N,Y,d
643229,Kotagiri,Tamil Nadu,N,N,d
643230,Ooty,Tamil Nadu,N,N,d
643231,Coonoor,Tamil Nadu,Y,Y,d
643232,Coonoor,Tamil Nadu,Y,Y,d
643233,Gudalur,Tamil Nadu,Y,Y,d
643234,Coonoor,Tamil Nadu,Y,Y,d
643236,Kotagiri,Tamil Nadu,Y,Y,d
643237,Gudalur,Tamil Nadu,Y,Y,d
643238,Coonoor,Tamil Nadu,Y,Y,d
643239,Pandalur,Tamil Nadu,N,Y,d
643240,Gudalur,Tamil Nadu,Y,Y,d
643241,Gudalur,Tamil Nadu,N,Y,d
643242,Ooty,Tamil Nadu,N,Y,d
643243,Coonoor,Tamil Nadu,Y,Y,d
643244,Coonoor,Tamilnadu,N,Y,d
643245,Kothagiri,Tamilnadu,N,Y,d
643246,Ooty,Tamil Nadu,N,N,d
643247,Ooty,Tamil Nadu,N,N,d
643249,Kothagiri,Tamilnadu,N,Y,d
643250,Gudalur,Tamil Nadu,N,N,d
643251,Gudalur,Tamilnadu,N,Y,d
643252,Ooty,Tamil Nadu,N,N,d
643253,Gudalur,Tamil Nadu,Y,Y,d
643256,Ooty,Tamil Nadu,N,N,d
643257,Udagamandalam,Tamilnadu,N,Y,d
643258,Ooty,Tamil Nadu,N,N,d
643259,Ooty,Tamil Nadu,N,N,d
643260,Udagamandalam,Tamilnadu,N,Y,d
643261,Ooty,Tamil Nadu,N,N,d
643264,Kothagiri,Tamilnadu,N,Y,d
643265,Ooty,Tamil Nadu,N,N,d
643266,Kothagiri,Tamilnadu,N,Y,d
643267,Gudalur,Tamilnadu,N,Y,d
643269,Ooty,Tamil Nadu,N,N,d
643270,Gudalur,Tamil Nadu,Y,Y,d
643271,Kothagiri,Tamilnadu,N,Y,d
643272,Ooty,Tamil Nadu,N,N,d
643273,Ooty,Tamil Nadu,N,N,d
643275,Gudalur,Tamilnadu,N,N,d
643276,Ooty,Tamil Nadu,N,N,d
643277,Udagamandalam,Tamilnadu,N,Y,d
643278,Coonoor,Tamilnadu,N,Y,d
643279,Ooty,Tamil Nadu,N,N,d
643282,Coonoor,Tamil Nadu,Y,Y,d
643291,Gudalur,Tamilnadu,N,N,d
643341,Gudalur,Tamilnadu,N,N,d
643518,Ooty,Tamil Nadu,N,N,d
666213,OOTY,TAMIL NADU,N,N,d
670001,Kannur,Kerala,Y,Y,e
670002,Kannur,Kerala,Y,Y,e
670003,Kannur,Kerala,Y,Y,e
670004,Kannur,Kerala,Y,Y,e
670005,Kannur,Kerala,Y,Y,e
670006,Kannur,Kerala,Y,Y,e
670007,Kannur,Kerala,Y,Y,e
670008,Kannur,Kerala,Y,Y,e
670009,Kannur,Kerala,Y,Y,e
670010,Kannur,Kerala,Y,Y,e
670011,Kannur,Kerala,Y,Y,e
670012,Kannur,Kerala,Y,Y,e
670013,Kannur,Kerala,Y,Y,e
670014,Kannur,Kerala,Y,Y,e
670015,Kannur,Kerala,Y,Y,e
670016,Kannur,Kerala,Y,Y,d
670017,Kannur,Kerala,Y,Y,e
670018,Kannur,Kerala,Y,Y,e
670022,Kuthuparamba,Kerala,N,N,d
670051,Kannur,Kerala,N,N,d
670101,Thalassery,Kerala,Y,Y,e
670102,Thalassery,Kerala,Y,Y,e
670103,Thalassery,Kerala,Y,Y,e
670104,Thalassery,Kerala,Y,Y,e
670105,Thalassery,Kerala,Y,Y,e
670106,Thalassery,Kerala,Y,Y,e
670107,Thalassery,Kerala,Y,Y,e
670109,Thalassery,Kerala,Y,Y,e
670110,Kuthuparamba,Kerala,Y,Y,e
670111,Thalassery,Kerala,Y,Y,d
670121,Rajapalayam,Tamil Nadu,Y,Y,d
670141,Kannur,Kerala,Y,Y,e
670142,Kannur,Kerala,Y,Y,e
670143,Kannur,Kerala,Y,Y,e
670144,Kannur,Kerala,Y,Y,e
670301,Kannapuram,Kerala,Y,Y,e
670302,Kannapuram,Kerala,Y,Y,e
670303,Payyanur,Kerala,Y,Y,e
670304,Kannapuram,Kerala,Y,Y,e
670305,Kannur,Kerala,Y,Y,e
670306,Nileshwar,Kerala,Y,Y,d
670307,Payyanur,Kerala,Y,Y,e
670308,Kannur,Kerala,Y,Y,e
670309,Payyanur,Kerala,Y,Y,e
670310,Payyanur,Kerala,Y,Y,e
670312,Kannur,Kerala,Y,Y,d
670313,Kannur,Kerala,N,Y,e
670314,Kannur,Kerala,Y,Y,e
670315,Kannur,Kerala,Y,Y,d
670316,Kannur,Kerala,N,Y,e
670317,Kannur,Kerala,N,Y,e
670318,Kannur,Kerala,N,Y,e
670319,Kannur,Kerala,N,Y,e
670321,Kannur,Kerala,N,Y,e
670322,Kannur,Kerala,N,Y,e
670325,Kannapuram,Kerala,Y,Y,e
670327,Payyanur,Kerala,Y,Y,e
670330,Payyanur,Kerala,Y,Y,d
670331,Kannapuram,Kerala,Y,Y,e
670332,Payyanur,Kerala,Y,Y,d
670333,Payyanur,Kerala,Y,Y,d
670334,Kannur,Kerala,Y,Y,e
670337,Payyanur,Kerala,Y,Y,d
670338,Kannur,Kerala,N,Y,e
670339,Payyanur,Kerala,Y,Y,d
670343,Payyanur,Kerala,Y,Y,d
670346,Payyanur,Kerala,Y,Y,d
670353,Payyanur,Kerala,Y,Y,e
670354,PAYYANUR,Kerala,N,N,d
670358,Payyanur,Kerala,Y,Y,e
670464,Mananthavady,Kerala,Y,Y,d
670501,Payyanur,Kerala,Y,Y,e
670502,Kannur,Kerala,Y,Y,e
670503,Kannur,Kerala,Y,Y,e
670504,Payyanur,Kerala,Y,Y,e
670507,Kannur,Kerala,Y,Y,d
670511,Alakode,Kerala,Y,Y,d
670521,Cheemeni,Kerala,Y,Y,e
670522,KANNUR,Kerala,N,Y,e
670543,Kannur,Kerala,Y,Y,d
670561,Kannapuram,Kerala,Y,Y,e
670562,Kannur,Kerala,Y,Y,e
670563,Kannur,Kerala,Y,Y,e
670564,Kannur,Kerala,Y,Y,e
670565,Kannur,Kerala,Y,Y,e
670566,Kannur,Kerala,Y,Y,d
670567,Kannur,Kerala,Y,Y,e
670571,Alakode,Kerala,Y,Y,e
670581,Kannur,Kerala,Y,Y,e
670582,Alakode,Kerala,Y,Y,e
670583,Cannanore,Kerala,N,N,d
670591,Kannur,Kerala,Y,Y,e
670592,Kannur,Kerala,Y,Y,d
670593,KANNUR,Kerala,Y,Y,e
670594,Kannur,Kerala,Y,Y,e
670595,Kannur,Kerala,Y,Y,e
670597,Kannur,Kerala,Y,Y,d
670601,Kannur,Kerala,Y,Y,e
670602,KOLICHERY,Kerala,Y,Y,e
670603,Kannur,Kerala,Y,Y,e
670604,Kannur,Kerala,Y,Y,e
670605,Rajapalayam,Tamil Nadu,Y,Y,d
670611,Kannur,Kerala,Y,Y,d
670612,Kuthuparamba,Kerala,Y,Y,e
670613,Kannur,Kerala,Y,Y,d
670614,KANNUR,Kerala,Y,Y,d
670615,Rajapalayam,Tamil Nadu,Y,Y,d
670621,Kannur,Kerala,Y,Y,d
670622,Kannur,Kerala,Y,Y,d
670631,Sreekandapuram,Kerala,Y,Y,e
670632,Alakode,Kerala,Y,Y,e
670633,KANNUR,Kerala,Y,Y,d
670641,Thalassery,Kerala,Y,Y,e
670642,Thalassery,Kerala,Y,Y,d
670643,Kuthuparamba,Kerala,Y,Y,e
670644,Mananthavadi,Kerala,Y,Y,e
670645,Mananthavadi,Kerala,Y,Y,e
670646,Mananthavadi,Kerala,Y,Y,e
670647,Kuthuparamba,Kerala,N,N,d
670648,Rajapalayam,Tamil Nadu,Y,Y,d
670649,Thalassery,Kerala,Y,Y,e
670650,Kuthuparamba,Kerala,Y,Y,e
670651,Peravoor,Kerala,Y,Y,e
670661,Thalassery,Kerala,Y,Y,e
670662,Thalassery,Kerala,Y,Y,d
670663,Thalassery,Kerala,Y,Y,d
670671,Thalassery,Kerala,Y,Y,e
670672,Mahe,Kerala,Y,Y,e
670673,Peravoor,Kerala,Y,Y,e
670674,Peravoor,Kerala,Y,Y,e
670675,Mahe,Kerala,Y,Y,e
670676,Kallachi,Kerala,Y,Y,e
670677,Peravoor,Kerala,Y,Y,d
670678,Kuthuparamba,Kerala,Y,Y,e
670679,Kuthuparamba,Kerala,Y,Y,e
670691,Kuthuparamba,Kerala,Y,Y,e
670692,Thalassery,Kerala,Y,Y,e
670693,Kuthuparamba,Kerala,Y,Y,e
670694,Thalassery,Kerala,Y,Y,d
670695,Cannanore,Kerala,N,N,d
670701,Kuthuparamba,Kerala,Y,Y,e
670702,Chavassery,Kerala,Y,Y,e
670703,Nuchiyad,Kerala,Y,Y,e
670704,KANNUR,Kerala,Y,Y,e
670705,Nuchiyad,Kerala,Y,Y,e
670706,KANNUR,Kerala,Y,Y,e
670708,Chavassery,Kerala,Y,Y,d
670721,Pulpally,Kerala,Y,Y,e
670731,Mananthavadi,Kerala,Y,Y,e
670732,MANANTHAVADY,Kerala,N,N,d
670741,Thalassery,Kerala,Y,Y,d
671121,Kasaragod,Kerala,Y,Y,e
671122,Kasaragod,Kerala,Y,Y,e
671123,Kasaragod,Kerala,Y,Y,e
671124,Kasaragod,Kerala,Y,Y,e
671125,Kasaragod,Kerala,Y,Y,e
671128,KASARGODE,Kerala,N,Y,e
671212,Kasaragod,Kerala,N,Y,d
671221,Kannur,Kerala,Y,Y,d
671310,Cheemeni,Kerala,Y,Y,e
671311,Payyanur,Kerala,Y,Y,e
671312,Cheemeni,Kerala,Y,Y,e
671313,Cheemeni,Kerala,Y,Y,e
671314,Nileshwar,Kerala,Y,Y,e
671315,Kanhangad,Kerala,Y,Y,e
671316,Kanhangad,Kerala,Y,Y,e
671317,Poinachi,Kerala,Y,Y,e
671318,Poinachi,Kerala,Y,Y,e
671319,Poinachi,Kerala,Y,Y,e
671320,KASARGODE,Kerala,Y,Y,e
671321,Kasaragod,Kerala,Y,Y,e
671322,Manjeshwar,Kerala,Y,Y,e
671323,Manjeshwar,Kerala,Y,Y,e
671324,Kasaragod,Kerala,Y,Y,e
671325,#REF!,#REF!,N,N,d
671326,Parappa,Kerala,Y,Y,d
671328,PARAPPA,Kerala,N,Y,e
671329,Kanhangad,Kerala,Y,Y,d
671341,PARAPPA,Kerala,N,Y,e
671344,Cheruvathur,Kerala,N,N,d
671345,Kannur,Kerala,N,Y,e
671348,Manjeshwar,Kerala,Y,Y,e
671349,KANNUR,Kerala,N,Y,e
671350,Kannur,Kerala,Y,Y,e
671351,Parappa,Kerala,Y,Y,e
671353,KASARGODE,Kerala,N,Y,e
671357,KASARGODE,Kerala,N,Y,e
671531,Kanhangad,Kerala,Y,Y,e
671532,Parappa,Kerala,Y,Y,e
671533,Parappa,Kerala,Y,Y,e
671534,Parappa,Kerala,Y,Y,d
671535,Cannanore,Kerala,N,N,d
671541,Kuttikol,Kerala,Y,Y,e
671542,Kasaragod,Kerala,Y,Y,e
671543,Kuttikol,Kerala,Y,Y,e
671544,Kasaragod,Kerala,Y,Y,e
671545,Poinachi,Kerala,Y,Y,e
671551,Kasaragod,Kerala,Y,Y,e
671552,Kasaragod,Kerala,Y,Y,e
672105,Tirunelveli,Tamil Nadu,N,N,d
672212,Kasargode,Kerala,N,Y,e
672301,Kasargode,Kerala,N,Y,e
673000,Ulliyeri,Kerala,N,Y,e
673001,Kozhikode,Kerala,Y,Y,e
673002,Kozhikode,Kerala,Y,Y,e
673003,Kozhikode,Kerala,Y,Y,e
673004,Kozhikode,Kerala,Y,Y,e
673005,Kozhikode,Kerala,Y,Y,e
673006,Kozhikode,Kerala,Y,Y,e
673007,Kozhikode,Kerala,Y,Y,e
673008,Kozhikode,Kerala,Y,Y,e
673009,Kozhikode,Kerala,Y,Y,e
673010,Kozhikode,Kerala,Y,Y,e
673011,Kozhikode,Kerala,Y,Y,e
673012,Kozhikode,Kerala,Y,Y,e
673013,Kozhikode,Kerala,Y,Y,e
673014,Kozhikode,Kerala,Y,Y,e
673015,Kozhikode,Kerala,Y,Y,e
673016,Kozhikode,Kerala,Y,Y,e
673017,Kozhikode,Kerala,Y,Y,e
673018,Kozhikode,Kerala,Y,Y,e
673019,Kozhikode,Kerala,Y,Y,e
673020,Kozhikode,Kerala,Y,Y,e
673021,Kozhikode,Kerala,Y,Y,e
673022,Ulliyeri,Kerala,N,Y,e
673023,Thamarassery,Kerala,Y,Y,d
673024,Kozhikode,Kerala,Y,Y,e
673025,Kozhikode,Kerala,Y,Y,d
673026,Kozhikode,Kerala,Y,Y,e
673027,Kozhikode,Kerala,Y,Y,e
673028,Kozhikode,Kerala,Y,Y,e
673029,Kozhikode,Kerala,Y,Y,e
673031,ULLIYERI,Kerala,Y,Y,e
673032,Kozhikode,Kerala,Y,Y,e
673035,Ulliyeri,Kerala,N,Y,e
673037,Ulliyeri,Kerala,Y,Y,e
673047,Kozhikode,Kerala,N,Y,d
673051,Kozhikode,Kerala,Y,Y,e
673055,Calicut,Kerala,N,N,d
673101,Vadakara,Kerala,Y,Y,e
673102,Vadakara,Kerala,Y,Y,e
673103,Vadakara,Kerala,Y,Y,d
673104,Vadakara,Kerala,Y,Y,e
673105,Vadakara,Kerala,Y,Y,e
673106,Vadakara,Kerala,Y,Y,e
673107,Vadakara,Kerala,N,N,d
673108,KURUNTHODI,Kerala,N,N,d
673109,Vadakara,Kerala,N,N,d
673110,Vadakara,Kerala,N,Y,e
673111,Vadakara,Kerala,N,Y,e
673112,Vadakara,Kerala,N,Y,e
673121,Kalpetta,Kerala,Y,Y,e
673122,Kalpetta,Kerala,Y,Y,e
673123,Kalpetta,Kerala,Y,Y,e
673124,Kalpetta,Kerala,Y,Y,d
673125,Sultan Bathery,Kerala,Y,Y,d
673126,Kalpetta,Kerala,N,Y,e
673212,Kalpetta,Kerala,N,Y,e
673300,Ulliyeri,Kerala,N,Y,e
673301,Kozhikode,Kerala,Y,Y,e
673302,Kozhikode,Kerala,Y,Y,e
673303,Kozhikode,Kerala,Y,Y,e
673304,Koyilandy,Kerala,Y,Y,e
673305,Koyilandy,Kerala,Y,Y,e
673306,Koyilandy,Kerala,Y,Y,e
673307,Koyilandy,Kerala,Y,Y,e
673308,Mahe,Kerala,Y,Y,d
673309,Mahe,Kerala,Y,Y,d
673310,Mahe,Kerala,Y,Y,e
673311,Mahe,Kerala,Y,Y,e
673312,Mahe,Kerala,Y,Y,e
673313,Mahe,Kerala,Y,Y,e
673314,Kozhikode,Kerala,Y,Y,e
673315,Balussery,Kerala,Y,Y,e
673316,Mahe,Kerala,Y,Y,e
673317,Kozhikode,Kerala,Y,Y,e
673318,Koyilandy,Kerala,Y,Y,d
673319,Ulliyeri,Kerala,N,Y,e
673320,TELLICHERRY,Kerala,N,N,d
673321,Koyilandy,Kerala,Y,Y,d
673322,ULLIYERI,Kerala,N,Y,e
673323,Koyilandy,Kerala,Y,Y,e
673324,Kottarakkara,Kerala,N,Y,e
673325,Koyilandy,Kerala,Y,Y,d
673326,Koyilandy,Kerala,Y,Y,d
673327,Koyilandy,Kerala,Y,Y,d
673328,Kozhikode,Kerala,Y,Y,d
673330,Nadakkavu,Kerala,N,N,d
673333,MAHE,Kerala,N,Y,e
673338,Kondotty,Kerala,N,Y,e
673500,Vadakara,Kerala,N,N,d
673501,Vadakara,Kerala,Y,Y,e
673502,Vadakara,Kerala,Y,Y,e
673503,Vadakara,Kerala,Y,Y,e
673504,Kallachi,Kerala,Y,Y,e
673505,Vadakara,Kerala,Y,Y,e
673506,Kallachi,Kerala,Y,Y,e
673507,Kallachi,Kerala,Y,Y,e
673508,Kuttiady,Kerala,Y,Y,e
673509,Kallachi,Kerala,Y,Y,e
673510,VADAKARA,Kerala,Y,Y,d
673511,VADAKARA,Kerala,Y,Y,d
673512,VADAKARA,Kerala,N,N,d
673513,Kuttiady,Kerala,Y,Y,d
673514,NADAPURAM,Kerala,Y,Y,d
673515,Aluva,Kerala,Y,Y,d
673516,VADAKARA,Kerala,Y,Y,d
673517,Kallachi,Kerala,Y,Y,e
673518,KUTTIADY,Kerala,N,N,d
673519,Kozhikode,Kerala,Y,Y,d
673520,NADAPURAM,Kerala,N,N,d
673521,Vadakara,Kerala,Y,Y,e
673522,Vadakara,Kerala,Y,Y,e
673523,Perambra,Kerala,Y,Y,d
673524,Perambra,Kerala,Y,Y,e
673525,Perambra,Kerala,Y,Y,e
673526,Perambra,Kerala,Y,Y,d
673527,Perambra,Kerala,Y,Y,d
673528,Kuttiady,Kerala,Y,Y,e
673529,Koyilandy,Kerala,Y,Y,e
673530,PAYYOLI,Kerala,N,N,d
673531,PAYYOLI,Kerala,N,N,d
673532,PAYYOLI,Kerala,Y,Y,d
673533,Payyoli,Kerala,N,N,d
673534,Thamarassery,Kerala,Y,Y,d
673535,Payyoli,Kerala,N,N,d
673541,Vadakara,Kerala,Y,Y,e
673542,Vadakara,Kerala,Y,Y,d
673543,Vadakara,Kerala,Y,Y,d
673544,VADAKARA,Kerala,Y,Y,d
673555,Vadakara,Kerala,N,Y,e
673557,Vadakara,Kerala,N,Y,e
673558,Vadakara,Kerala,N,Y,e
673570,Kozhikode,Kerala,Y,Y,e
673571,Kozhikode,Kerala,Y,Y,e
673572,Kozhikode,Kerala,Y,Y,e
673573,Thamarassery,Kerala,Y,Y,e
673574,Thamarassery,Kerala,Y,Y,e
673575,Kalpetta,Kerala,Y,Y,e
673576,Kalpetta,Kerala,Y,Y,d
673577,Kalpetta,Kerala,Y,Y,e
673578,KALPETTA,Kerala,Y,Y,e
673579,Pulpally,Kerala,Y,Y,e
673580,Thamarassery,Kerala,Y,Y,e
673581,Vaduvanchal,Kerala,N,Y,e
673582,Thamarassery,Kerala,Y,Y,e
673583,Thamarassery,Kerala,Y,Y,d
673584,Thamarassery,Kerala,Y,Y,d
673585,Narikkuni,Kerala,Y,Y,e
673586,Thamarassery,Kerala,Y,Y,e
673587,Koduvalli,Kerala,N,N,d
673588,Koduvalli,Kerala,N,N,d
673589,Kalpetta,Kerala,Y,Y,d
673591,Sultan Bathery,Kerala,Y,Y,e
673592,Sultan Bathery,Kerala,Y,Y,e
673593,Sultan Bathery,Kerala,Y,Y,e
673595,Sultan Bathery,Kerala,Y,Y,e
673596,Pulpally,Kerala,Y,Y,e
673600,Calicut,Kerala,N,N,d
673601,Kozhikode,Kerala,Y,Y,e
673602,Areacode,Kerala,Y,Y,e
673603,Thamarassery,Kerala,Y,Y,e
673604,Thamarassery,Kerala,Y,Y,d
673607,Areacode,Kerala,Y,Y,d
673611,Kozhikode,Kerala,Y,Y,e
673612,Balussery,Kerala,Y,Y,e
673613,Balussery,Kerala,Y,Y,e
673614,Perambra,Kerala,Y,Y,e
673615,Perambra,Kerala,Y,Y,d
673616,Kozhikode,Kerala,Y,Y,e
673617,Kozhikode,Kerala,Y,Y,d
673618,Koyilandy,Kerala,Y,Y,d
673619,Kozhikode,Kerala,Y,Y,d
673620,Koyilandy,Kerala,Y,Y,e
673621,Thamarassery,Kerala,Y,Y,d
673622,Calicut,Kerala,N,N,d
673623,Koyilandy,Kerala,Y,Y,d
673624,Perambra,Kerala,Y,Y,d
673631,Kozhikode,Kerala,Y,Y,e
673632,Kozhikode,Kerala,Y,Y,e
673633,Kozhikode,Kerala,Y,Y,e
673634,Kozhikode,Kerala,Y,Y,e
673635,Kozhikode,Kerala,Y,Y,e
673636,Kozhikode,Kerala,Y,Y,e
673637,Kondoty,Kerala,Y,Y,e
673638,Kondoty,Kerala,Y,Y,e
673639,Areacode,Kerala,Y,Y,e
673640,Areacode,Kerala,Y,Y,e
673641,Areacode,Kerala,Y,Y,e
673642,Malappuram,Kerala,Y,Y,e
673643,Kozhikode,Kerala,Y,Y,d
673644,Areacode,Kerala,Y,Y,d
673645,Areacode,Kerala,Y,Y,e
673647,Kondoty,Kerala,Y,Y,e
673648,Kondoty,Kerala,Y,Y,d
673649,Malappuram,Kerala,Y,Y,d
673650,Kondotty,Kerala,N,Y,e
673651,Malappuram,Kerala,Y,Y,d
673652,Kozhikode,Kerala,Y,Y,d
673653,Kozhikode,Kerala,Y,Y,d
673654,Feroke,Kerala,N,N,d
673655,Kozhikode,Kerala,Y,Y,e
673661,Narikkuni,Kerala,Y,Y,e
673692,Calicut,Kerala,N,N,d
673693,Bathery,Kerala,N,Y,e
676101,Tirur,Kerala,Y,Y,e
676102,Tirur,Kerala,Y,Y,e
676103,Tirur,Kerala,Y,Y,e
676104,Tirur,Kerala,Y,Y,e
676105,Tirur,Kerala,Y,Y,e
676106,Tirur,Kerala,Y,Y,e
676107,Tirur,Kerala,Y,Y,e
676108,Tirur,Kerala,Y,Y,e
676109,Tirur,Kerala,Y,Y,e
676110,Edappal,Kerala,Y,Y,e
676111,Tirur,Kerala,Y,Y,e
676121,Malappuram,Kerala,Y,Y,e
676122,Pandikkad,Kerala,Y,Y,e
676123,Edavanna,Kerala,Y,Y,e
676124,Manjery,Kerala,N,Y,e
676125,Manjery,Kerala,N,Y,e
676126,Manjery,Kerala,Y,Y,e
676127,Manjery,Kerala,N,Y,e
676128,Manjery,Kerala,N,Y,e
676161,Manjery,Kerala,N,Y,e
676301,Tirur,Kerala,Y,Y,e
676302,Tirur,Kerala,Y,Y,e
676303,Tirurangadi,Kerala,Y,Y,e
676304,Tirurangadi,Kerala,Y,Y,e
676305,Tirurangadi,Kerala,Y,Y,e
676306,Tirurangadi,Kerala,Y,Y,e
676307,Tirur,Kerala,Y,Y,e
676308,Tirurangadi,Kerala,Y,Y,d
676309,Tirurangadi,Kerala,Y,Y,e
676310,Valanchery,Kerala,Y,Y,e
676311,Tirurangadi,Kerala,Y,Y,e
676312,Kozhikode,Kerala,Y,Y,e
676313,Tirur,Kerala,Y,Y,e
676314,Kottakkal,Kerala,N,N,d
676315,Kondoty,Kerala,Y,Y,d
676317,Tirurangadi,Kerala,Y,Y,d
676318,KANNUR,Kerala,Y,Y,e
676319,Kozhikode,Kerala,Y,Y,d
676320,Tirurangadi,Kerala,Y,Y,e
676501,Tirurangadi,Kerala,Y,Y,e
676502,Tirur,Kerala,Y,Y,e
676503,Malappuram,Kerala,Y,Y,e
676504,Malappuram,Kerala,Y,Y,e
676505,Malappuram,Kerala,Y,Y,e
676506,Malappuram,Kerala,Y,Y,e
676507,Malappuram,Kerala,Y,Y,e
676508,Tirurangadi,Kerala,Y,Y,e
676509,Malappuram,Kerala,Y,Y,e
676510,Tirur,Kerala,Y,Y,e
676511,Tirurangadi,Kerala,Y,Y,d
676512,Kottakkal,Kerala,N,N,d
676513,Malappuram,Kerala,Y,Y,d
676514,Manjery,Kerala,Y,Y,e
676515,Malappuram,Kerala,Y,Y,d
676516,Manjery,Kerala,N,Y,e
676517,Malappuram,Kerala,Y,Y,e
676518,VALANCHERY,Kerala,N,Y,e
676519,Malappuram,Kerala,Y,Y,e
676520,Kottakkal,Kerala,N,N,d
676521,Pandikkad,Kerala,Y,Y,e
676522,Pandikkad,Kerala,Y,Y,e
676523,Pandikkad,Kerala,Y,Y,e
676525,Pandikkad,Kerala,Y,Y,e
676528,Malappuram,Kerala,Y,Y,e
676541,Edavanna,Kerala,Y,Y,e
676542,Edavanna,Kerala,Y,Y,e
676551,Tirur,Kerala,Y,Y,e
676552,Valanchery,Kerala,Y,Y,e
676553,Valanchery,Kerala,Y,Y,e
676554,Valanchery,Kerala,Y,Y,d
676556,Tirur,Kerala,Y,Y,e
676557,KOTTAKKAL,Kerala,Y,Y,d
676561,Tirur,Kerala,Y,Y,e
676562,Tirur,Kerala,Y,Y,e
676577,Edappal,Kerala,N,Y,e
678001,Palakkad,Kerala,Y,Y,e
678002,Palakkad,Kerala,Y,Y,e
678003,Palakkad,Kerala,Y,Y,e
678004,Palakkad,Kerala,Y,Y,e
678005,Palakkad,Kerala,Y,Y,e
678006,Palakkad,Kerala,Y,Y,e
678007,Palakkad,Kerala,Y,Y,e
678008,Palakkad,Kerala,Y,Y,e
678009,Palakkad,Kerala,Y,Y,e
678010,Palakkad,Kerala,Y,Y,e
678011,Palakkad,Kerala,Y,Y,e
678012,Palakkad,Kerala,Y,Y,e
678013,Palakkad,Kerala,Y,Y,e
678014,Palakkad,Kerala,Y,Y,e
678015,Palakkad,Kerala,Y,Y,e
678016,Palakkad,Kerala,Y,Y,e
678017,Palakkad,Kerala,Y,Y,e
678018,Palakkad,Kerala,Y,Y,e
678019,Palakkad,Kerala,Y,Y,e
678020,Palakkad,Kerala,Y,Y,e
678021,Kannur,Kerala,N,N,d
678022,Palakkad,Kerala,N,N,d
678023,Palakkad,Kerala,N,N,d
678024,Palakkad,Kerala,N,N,d
678030,Kannur,Kerala,N,N,d
678051,Palakkad,Kerala,N,N,d
678101,Nallepilly,Kerala,Y,Y,e
678102,Nallepilly,Kerala,Y,Y,e
678103,Nallepilly,Kerala,Y,Y,e
